RES_ID,RESPONSE,LABEL,DATA_TYPE,DATA_GROUP,BACK_TRANSLATED_RESPONSE,CLEAN_RESPONSE,CORRECTED_RESPONSE,NORMALIZE_RESPONSE
TSB284,"karna pakaian beretika lebih banyak peminat, dari pada kaus putih.",0,TEST,B,"Karena lebih banyak pakaian etis yang tertarik, daripada kemeja putih.",karena lebih banyak pakaian etis yang tertarik daripada kemeja putih,karena lebih banyak pakaian etis yang tertarik daripada kemeja putih,karena lebih banyak pakaian etis yang tertarik daripada kemeja putih
TSB285,karena 2 euro sangat bermanfaat untuk orang lain daripada hanya untuk membeli satu baju yang akhirnya nanti hanya dibuang jika sudah tidak dipakai. akan lebih bermanfaat jika uang 2 euro itu disumbangkan,1,TEST,B,Karena 2 Euro sangat berguna bagi orang lain daripada hanya membeli satu kemeja yang akhirnya hanya dibuang jika tidak digunakan. Ini akan lebih berguna jika uang 2 euro disumbangkan,karena  euro sangat berguna bagi orang lain daripada hanya membeli satu kemeja yang akhirnya hanya dibuang jika tidak digunakan ini akan lebih berguna jika uang  euro disumbangkan,karena euro sangat berguna bagi orang lain daripada hanya membeli satu kemeja yang akhirnya hanya dibuang jika tidak dilupakan ini akan lebih berguna jika uang euro disumbangkan,karena euro sangat berguna bagi orang lain daripada hanya membeli satu kemeja yang akhirnya hanya dibuang jika tidak dilupakan ini akan lebih berguna jika uang euro disumbangkan
TSB286,"Karena, baju tersebut tidak terlalu dibutuhkan sang penyumbang dan 2 euro tersebut sangat dibutuhkan sang pekerja pabrik.",1,TEST,B,"Karena, kemeja itu tidak benar -benar dibutuhkan oleh kontributor dan 2 euro diperlukan oleh pekerja pabrik.",karena kemeja itu tidak benar benar dibutuhkan oleh kontributor dan  euro diperlukan oleh pekerja pabrik,karena kemeja itu tidak benar benar dibujurkan oleh kontributor dan euro dipertuan oleh pekerja pabrik,karena kemeja itu tidak benar benar dibujurkan oleh kontributor dan euro dipertuan oleh pekerja pabrik
TSB287,"Mungkin karena kaus tersebut kurang menari dan jikalau dibeli tetapi konsumennya tidak menyukainya, maka para konsumen lebih baik menyumbangkannya daripada membelinya tetapi tidak dipakai",0,TEST,B,"Mungkin karena kasusnya kurang menarik dan jika dibeli tetapi konsumen tidak menyukainya, maka konsumen lebih baik menyumbangkannya daripada membelinya tetapi tidak digunakan",mungkin karena kasusnya kurang menarik dan jika dibeli tetapi konsumen tidak menyukainya maka konsumen lebih baik menyumbangkannya daripada membelinya tetapi tidak digunakan,mungkin karena kastanya kurang menarik dan jika dibeli tetapi konsumen tidak menyukainya maka konsumen lebih baik menyumbangkannya daripada membelinya tetapi tidak dilupakan,mungkin karena kastanya kurang menarik dan jika dibeli tetapi konsumen tidak menyukainya maka konsumen lebih baik menyumbangkannya daripada membelinya tetapi tidak dilupakan
TSB288,karena jika membeli mungkin saja harganya mahal,0,TEST,B,Karena jika Anda membelinya mungkin mahal,karena jika anda membelinya mungkin mahal,karena jika anda membelinya mungkin mahal,karena jika anda membelinya mungkin mahal
TSB289,DI KARENA KAN MENYUMBANG ITU WAJIB MEMBANTU ORANG YG MEMERLU KAN SELAIN KITA DAN KITA HARUS MEMBAGI KAN SUATU BARANG ATAU MAKANAN,0,TEST,B,Karena menyumbang itu berkewajiban membantu orang yang keluar selain kita dan kita harus berbagi barang atau makanan,karena menyumbang itu berkewajiban membantu orang yang keluar selain kita dan kita harus berbagi barang atau makanan,karena menyumbang itu berkewajiban membantu orang yang keluar selain kita dan kita harus berbagi barang atau makanan,karena menyumbang itu berkewajiban membantu orang yang keluar selain kita dan kita harus berbagi barang atau makanan
TSB290,Karena ia merasa iba dan supaya ia mendapat berkah untuk kebaikan hidupnya.,1,TEST,B,Karena dia merasa menyesal dan agar dia mendapat berkah untuk kebaikan hidupnya.,karena dia merasa menyesal dan agar dia mendapat berkah untuk kebaikan hidupnya,karena dia merasa menyesal dan agar dia mendapat berkah untuk kebaikan hidupnya,karena dia merasa menyesal dan agar dia mendapat berkah untuk kebaikan hidupnya
TSB291,Karena termasuk ibadah. Dan kita juga bisa berbagi dengan orang yang membutuhkan.,1,TEST,B,Karena itu termasuk ibadah. Dan kita juga dapat berbagi dengan orang -orang yang membutuhkan.,karena itu termasuk ibadah dan kita juga dapat berbagi dengan orang orang yang membutuhkan,karena itu termasuk ibadah dan kita juga dapat berbagi dengan orang orang yang membutuhkan,karena itu termasuk ibadah dan kita juga dapat berbagi dengan orang orang yang membutuhkan
TSB292,karena dpt bermanfaat bagi org yg membutuhkan,0,TEST,B,karena itu bisa berguna bagi orang yang membutuhkan,karena itu bisa berguna bagi orang yang membutuhkan,karena itu bisa berguna bagi orang yang membutuhkan,karena itu bisa berguna bagi orang yang membutuhkan
TSB293,"karena setelah melihat tampilan pada layar, konsumen pasti terkejut atau merasa kasihan dengan kondisi tersebut dan berubah pikiran.",1,TEST,B,"Karena setelah melihat tampilan di layar, konsumen harus terkejut atau merasa kasihan pada kondisi ini dan mengubah pikiran mereka.",karena setelah melihat tampilan di layar konsumen harus terkejut atau merasa kasihan pada kondisi ini dan mengubah pikiran mereka,karena setelah melihat tampilan di layar konsumen harus terkejut atau merasa kasihan pada kondisi ini dan mengubah pikiran mereka,karena setelah melihat tampilan di layar konsumen harus terkejut atau merasa kasihan pada kondisi ini dan mengubah pikiran mereka
TSB294,"Karena dengan menyumbangkan uang senilai 2 Euro,maka dapat digunakan sebagai upaya untuk mwmbuat produksi pakaian lebih beretika sehingga dapat berdampak baik bagi para konsumen.",0,TEST,B,"Karena dengan menyumbangkan uang senilai 2 euro, ini dapat digunakan sebagai upaya untuk membuat produksi pakaian lebih etis sehingga dapat berdampak baik pada konsumen.",karena dengan menyumbangkan uang senilai  euro ini dapat digunakan sebagai upaya untuk membuat produksi pakaian lebih etis sehingga dapat berdampak baik pada konsumen,karena dengan menyumbangkan uang penilai euro ini dapat dilupakan sebagai upaya untuk membuat produksi pakaian lebih etis sehingga dapat berdampak baik pada konsumen,karena dengan menyumbangkan uang penilai euro ini dapat dilupakan sebagai upaya untuk membuat produksi pakaian lebih etis sehingga dapat berdampak baik pada konsumen
TSB295,karena akan mendapat pahala yg berlimpah,1,TEST,B,karena itu akan mendapatkan hadiah yang berlimpah,karena itu akan mendapatkan hadiah yang berlimpah,karena itu akan mendapatkan hadiah yang berlimpah,karena itu akan mendapatkan hadiah yang berlimpah
TSB296,fast fashhionartin artinya semakin banyak pakaian yang haras,0,TEST,B,FAST FASHHIONARTIN berarti bahwa semakin banyak pakaian yang dilecehkan,fast fashhionartin berarti bahwa semakin banyak pakaian yang dilecehkan,fase fashhionartin berarti bahwa semakin banyak pakaian yang melecehkan,fase fashhionartin berarti bahwa semakin banyak pakaian yang melecehkan
TSB297,karena salah satu dari ibadah dan mendatangkan pahala,1,TEST,B,Karena salah satu ibadah dan membawa hadiah,karena salah satu ibadah dan membawa hadiah,karena salah satu ibadah dan membawa hadiah,karena salah satu ibadah dan membawa hadiah
TSB298,karena menyumbang itu udh kewajiban manusia untukmemberikan kepada umatnya,0,TEST,B,Karena menyumbang sudah menjadi kewajiban manusia untuk diberikan kepada rakyatnya,karena menyumbang sudah menjadi kewajiban manusia untuk diberikan kepada rakyatnya,karena menyumbang sudah menjadi kewajiban manusia untuk diberikan kepada rakyatnya,karena menyumbang sudah menjadi kewajiban manusia untuk diberikan kepada rakyatnya
TSB299,karena dengan menyumbangkan 2 Euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika,1,TEST,B,Karena dengan menyumbangkan 2 Euro sebagai upaya untuk membuat produksi pakaian lebih etis,karena dengan menyumbangkan  euro sebagai upaya untuk membuat produksi pakaian lebih etis,karena dengan menyumbangkan euro sebagai upaya untuk membuat produksi pakaian lebih etis,karena dengan menyumbangkan euro sebagai upaya untuk membuat produksi pakaian lebih etis
TSB300,karena akan mendapatkan pahala,0,TEST,B,Karena itu akan mendapatkan hadiah,karena itu akan mendapatkan hadiah,karena itu akan mendapatkan hadiah,karena itu akan mendapatkan hadiah
TSB301,karena menyumbang akan mendapatkan pahala,0,TEST,B,Karena menyumbang akan mendapatkan hadiah,karena menyumbang akan mendapatkan hadiah,karena menyumbang akan mendapatkan hadiah,karena menyumbang akan mendapatkan hadiah
TSB302,karena kita harus iklas untuk membantu orang yang hidup susah,0,TEST,B,Karena kita harus tulus membantu orang yang hidup sulit,karena kita harus tulus membantu orang yang hidup sulit,karena kita harus tulus membantu orang yang hidup sulit,karena kita harus tulus membantu orang yang hidup sulit
TSB303,karena jika kebanyakan orang memilih untuk membeli kaus putih akan memperparah kondisi kerja di sebuah pabrik pakaian karena meningkatnya produksi,0,TEST,B,Karena jika kebanyakan orang memilih untuk membeli kemeja putih akan memperburuk kondisi kerja di pabrik pakaian karena peningkatan produksi,karena jika kebanyakan orang memilih untuk membeli kemeja putih akan memperburuk kondisi kerja di pabrik pakaian karena peningkatan produksi,karena jika kebanyakan orang memilih untuk membeli kemeja putih akan memperburuk kondisi kerja di pabrik pakaian karena peningkatan produksi,karena jika kebanyakan orang memilih untuk membeli kemeja putih akan memperburuk kondisi kerja di pabrik pakaian karena peningkatan produksi
TSB304,Karena dengan penyumbangan maka dapat diadakan produksi pakaian beretika yang dapat membawa pengaruh positif pada lingkungan yang akan dirasakan oleh orang-orang. Jika dibandingkan dengan membeli 2 buah kaos yang tidak dapat membantu mengurangi sampah lingkungan,1,TEST,B,"Karena dengan sumbangan, produksi pakaian etis dapat diadakan yang dapat membawa pengaruh positif terhadap lingkungan yang akan dirasakan oleh orang -orang. Ketika dibandingkan dengan membeli 2 kemeja yang tidak dapat membantu mengurangi limbah lingkungan",karena dengan sumbangan produksi pakaian etis dapat diadakan yang dapat membawa pengaruh positif terhadap lingkungan yang akan dirasakan oleh orang orang ketika dibandingkan dengan membeli  kemeja yang tidak dapat membantu mengurangi limbah lingkungan,karena dengan sumbangan produksi pakaian etis dapat dadakan yang dapat membawa pengaruh positif terhadap lingkungan yang akan dikatakan oleh orang orang ketika dibandingkan dengan membeli kemeja yang tidak dapat membantu mengurangi limbah lingkungan,karena dengan sumbangan produksi pakaian etis dapat dadakan yang dapat membawa pengaruh positif terhadap lingkungan yang akan dikatakan oleh orang orang ketika dibandingkan dengan membeli kemeja yang tidak dapat membantu mengurangi limbah lingkungan
TSB305,Karena memberi lebih baik,1,TEST,B,Untuk memberi yang lebih baik,untuk memberi yang lebih baik,untuk memberi yang lebih baik,untuk memberi yang lebih baik
TSB306,"agar bertahan lebih lama, selain itu menggunakan pakaian awet dan beretika akan membuat pekerja mendapatkan upah layak dan kondisi kerja yang baik",1,TEST,B,"Untuk bertahan lebih lama, selain menggunakan pakaian yang tahan lama dan etis akan membuat pekerja mendapatkan upah yang layak dan kondisi kerja yang baik",untuk bertahan lebih lama selain menggunakan pakaian yang tahan lama dan etis akan membuat pekerja mendapatkan upah yang layak dan kondisi kerja yang baik,untuk bertahan lebih lama selain menggunakan pakaian yang tahan lama dan etis akan membuat pekerja mendapatkan upah yang layak dan kondisi kerja yang baik,untuk bertahan lebih lama selain menggunakan pakaian yang tahan lama dan etis akan membuat pekerja mendapatkan upah yang layak dan kondisi kerja yang baik
TSB307,karena dapat membuat pakaian yang beretika,1,TEST,B,Karena itu bisa membuat pakaian etis,karena itu bisa membuat pakaian etis,karena itu bisa membuat pakaian etis,karena itu bisa membuat pakaian etis
TSB308,karena mereka dilihatkan kondisi kerja di pabrik pakaian sehingga para pembeli lebih ingin menyumbangkan uangnya daripada membeli pakaian,0,TEST,B,Karena mereka terlihat kondisi kerja di pabrik pakaian sehingga pembeli ingin menyumbangkan uang mereka daripada membeli pakaian,karena mereka terlihat kondisi kerja di pabrik pakaian sehingga pembeli ingin menyumbangkan uang mereka daripada membeli pakaian,karena mereka terlihat kondisi kerja di pabrik pakaian sehingga pembeli ingin menyumbangkan uang mereka daripada membeli pakaian,karena mereka terlihat kondisi kerja di pabrik pakaian sehingga pembeli ingin menyumbangkan uang mereka daripada membeli pakaian
TSB309,kualitasnya biar bagus,0,TEST,B,Kualitasnya bagus,kualitasnya bagus,kualitasnya bagus,kualitasnya bagus
TSB310,karena uang tersebut dapat dibelikan keperluan yang lain,0,TEST,B,Karena uang itu dapat dibeli dengan kebutuhan lain,karena uang itu dapat dibeli dengan kebutuhan lain,karena uang itu dapat dibeli dengan kebutuhan lain,karena uang itu dapat dibeli dengan kebutuhan lain
TSB311,mereka lebih milih menyumbangkan daripada membeli mungkin karna setelah melihat gambaran tentang kondisi kerja di sebuah pabrik pakaian,1,TEST,B,Mereka lebih suka menyumbang daripada membeli mungkin karena setelah melihat gambaran kondisi kerja di pabrik pakaian,mereka lebih suka menyumbang daripada membeli mungkin karena setelah melihat gambaran kondisi kerja di pabrik pakaian,mereka lebih suka menyumbang daripada membeli mungkin karena setelah melihat gambaran kondisi kerja di pabrik pakaian,mereka lebih suka menyumbang daripada membeli mungkin karena setelah melihat gambaran kondisi kerja di pabrik pakaian
TSB312,karena konsumen peduli dan menginginkan keaadan produksi pakaiaan yang lebih beretika/baik.,1,TEST,B,Karena konsumen peduli dan menginginkan kondisi produksi pakaian yang lebih etis/baik.,karena konsumen peduli dan menginginkan kondisi produksi pakaian yang lebih etisbaik,karena konsumen peduli dan menginginkan kondisi produksi pakaian yang lebih etisbaik,karena konsumen peduli dan menginginkan kondisi produksi pakaian yang lebih etisbaik
TSB313,Supaya produksi pakaian menjadi lebih beretika,1,TEST,B,Sehingga produksi pakaian menjadi lebih etis,sehingga produksi pakaian menjadi lebih etis,sehingga produksi pakaian menjadi lebih etis,sehingga produksi pakaian menjadi lebih etis
TSB314,"karena mubazir kalau dibuang, lebih baik di sumbangkan kepada orang yang membutuhkan,itu lebih bermanfaat",0,TEST,B,"Karena itu boros saat dibuang, lebih baik menyumbang orang yang membutuhkan, itu lebih berguna",karena itu boros saat dibuang lebih baik menyumbang orang yang membutuhkan itu lebih berguna,karena itu boros saat dibuang lebih baik menyumbang orang yang membutuhkan itu lebih berguna,karena itu boros saat dibuang lebih baik menyumbang orang yang membutuhkan itu lebih berguna
TSB315,agar mengurangi sampah lingkungan dan polusi.,0,TEST,B,untuk mengurangi limbah dan polusi lingkungan.,untuk mengurangi limbah dan polusi lingkungan,untuk mengurangi limbah dan polusi lingkungan,untuk mengurangi limbah dan polusi lingkungan
TSB316,mungkin karena buruh tersebut berkerja lama tetapi gaji tidak cocok dengan apa yg sudah buruh tersebut lakukan,1,TEST,B,Mungkin karena pekerja bekerja lama tetapi gaji tidak cocok dengan apa yang telah dilakukan pekerja,mungkin karena pekerja bekerja lama tetapi gaji tidak cocok dengan apa yang telah dilakukan pekerja,mungkin karena pekerja bekerja lama tetapi gaji tidak cocok dengan apa yang telah dielakkan pekerja,mungkin karena pekerja bekerja lama tetapi gaji tidak cocok dengan apa yang telah dielakkan pekerja
TSB317,karna menyumbang itu lebih bagus dari pada tidak nyumbag,1,TEST,B,Karena menyumbang lebih baik daripada tidak mengumpulkan,karena menyumbang lebih baik daripada tidak mengumpulkan,karena menyumbang lebih baik daripada tidak mengumpulkan,karena menyumbang lebih baik daripada tidak mengumpulkan
TSB318,"Karena,jika menyumbangkan pakaiannya tidak terbuang dengan sia-sia.",1,TEST,B,"Karena, jika menyumbangkan pakaiannya tidak sia -sia.",karena jika menyumbangkan pakaiannya tidak sia sia,karena jika menyumbangkan padahannya tidak sia sia,karena jika menyumbangkan padahannya tidak sia sia
TSB319,karena upaya membuat produksi pakaian menjadi lebih beretika.,0,TEST,B,Karena upaya untuk membuat produksi pakaian menjadi lebih etis.,karena upaya untuk membuat produksi pakaian menjadi lebih etis,karena upaya untuk membuat produksi pakaian menjadi lebih etis,karena upaya untuk membuat produksi pakaian menjadi lebih etis
TSB320,karena ingin bajunya lebih baik,0,TEST,B,Karena saya ingin pakaian menjadi lebih baik,karena saya ingin pakaian menjadi lebih baik,karena saya ingin pakaian menjadi lebih baik,karena saya ingin pakaian menjadi lebih baik
TSB321,karena para konsumen melihat gambar yang mengejutkan tentang kondisi kerja di sebuah pabrik pakaian. Sehingga kkonsumen memilih menyumbangkan baju tersebut.,1,TEST,B,"Karena konsumen melihat gambar mengejutkan tentang kondisi kerja di pabrik pakaian. Jadi, konsumen memilih untuk menyumbangkan kemeja itu.",karena konsumen melihat gambar mengejutkan tentang kondisi kerja di pabrik pakaian jadi konsumen memilih untuk menyumbangkan kemeja itu,karena konsumen melihat gambar mengejutkan tentang kondisi kerja di pabrik pakaian jadi konsumen memilih untuk menyumbangkan kemeja itu,karena konsumen melihat gambar mengejutkan tentang kondisi kerja di pabrik pakaian jadi konsumen memilih untuk menyumbangkan kemeja itu
TSB322,karna itu harus,0,TEST,B,Karena itu harus,karena itu harus,karena itu harus,karena itu harus
TSB323,karena sebagian besar fast fashi0n pakin awet muda,0,TEST,B,Karena sebagian besar pakin fashi0n cepat masih muda,karena sebagian besar pakin  cepat masih muda,karena sebagian besar pakan cepat masih muda,karena sebagian besar pakan cepat masih muda
TSB324,menurut saya agar produksi pakaian menjadi beretika,1,TEST,B,menurut saya agar produksi pakaian menjadi etis,menurut saya agar produksi pakaian menjadi etis,menurut saya agar produksi pakaian menjadi etis,menurut saya agar produksi pakaian menjadi etis
TSB325,karena mungkin orang memilih untuk menyumbang itu dengan alasan pakaian itu lebih beretika jika disumbangkan kepada orang yang membutuhkan,0,TEST,B,Karena mungkin orang memilih untuk menyumbangkannya dengan alasan bahwa pakaian itu lebih etis jika disumbangkan untuk orang yang membutuhkannya,karena mungkin orang memilih untuk menyumbangkannya dengan alasan bahwa pakaian itu lebih etis jika disumbangkan untuk orang yang membutuhkannya,karena mungkin orang memilih untuk menyumbangkannya dengan alasan bahwa pakaian itu lebih etis jika disumbangkan untuk orang yang membutuhkannya,karena mungkin orang memilih untuk menyumbangkannya dengan alasan bahwa pakaian itu lebih etis jika disumbangkan untuk orang yang membutuhkannya
TSB326,karena jika menyumbang akan mendapatkan rezeki dari tuhan,0,TEST,B,Karena jika menyumbang akan mendapatkan keberuntungan dari Tuhan,karena jika menyumbang akan mendapatkan keberuntungan dari tuhan,karena jika menyumbang akan mendapatkan keberuntungan dari tuhan,karena jika menyumbang akan mendapatkan keberuntungan dari tuhan
TSB327,karena membatu orang yang sedang membutuhkan suatu perilaku yang baik,1,TEST,B,Karena itu membantu orang yang membutuhkan perilaku baik,karena itu membantu orang yang membutuhkan perilaku baik,karena itu membantu orang yang membutuhkan perilaku baik,karena itu membantu orang yang membutuhkan perilaku baik
TSB328,karena kalau kita menyumbang 2 Euro maka produksi pakaian lebih beretika.,1,TEST,B,"Karena jika kami berkontribusi 2 Euro, produksi pakaian lebih etis.",karena jika kami berkontribusi  euro produksi pakaian lebih etis,karena jika kami berkontribusi euro produksi pakaian lebih etis,karena jika kami berkontribusi euro produksi pakaian lebih etis
TSB329,karena lebih ringan,0,TEST,B,Karena lebih ringan,karena lebih ringan,karena lebih ringan,karena lebih ringan
TSB330,karena sayang kalau dibuang lebih baik di sumbangkan,0,TEST,B,Karena memalukan jika dibuang lebih baik untuk menyumbang,karena memalukan jika dibuang lebih baik untuk menyumbang,karena memalukan jika dibuang lebih baik untuk menyumbang,karena memalukan jika dibuang lebih baik untuk menyumbang
TSB331,karena semua orang tidak mempunyai uang sebanyak itu,0,TEST,B,Karena setiap orang tidak punya uang seperti itu,karena setiap orang tidak punya uang seperti itu,karena setiap orang tidak punya uang seperti itu,karena setiap orang tidak punya uang seperti itu
TSB332,Agar pembuatan produksi pakaian menjadi lebih beretika,1,TEST,B,Sehingga pembuatan produksi pakaian menjadi lebih etis,sehingga pembuatan produksi pakaian menjadi lebih etis,sehingga pembuatan produksi pakaian menjadi lebih etis,sehingga pembuatan produksi pakaian menjadi lebih etis
TSB333,"agar pakaian yang dihasilkan pabrik tersebut tetap mempertahankan prinsip produksi pakaian yang beretika, jika pabrik itu membeli pakaian di berlin tersebut maka prinsip produksi pakaian yang beretik akan hilang karena adanya perbedaan prinsip antar negara",1,TEST,B,"Sehingga pakaian yang diproduksi oleh pabrik masih mempertahankan prinsip produksi pakaian etis, jika pabrik membeli pakaian di Berlin, prinsip produksi pakaian akan hilang karena perbedaan prinsip antar negara",sehingga pakaian yang diproduksi oleh pabrik masih mempertahankan prinsip produksi pakaian etis jika pabrik membeli pakaian di berlin prinsip produksi pakaian akan hilang karena perbedaan prinsip antar negara,sehingga pakaian yang produksi oleh pabrik masih mempertahankan prinsip produksi pakaian etis jika pabrik membeli pakaian di berlin prinsip produksi pakaian akan hilang karena perbedaan prinsip antar negara,sehingga pakaian yang produksi oleh pabrik masih mempertahankan prinsip produksi pakaian etis jika pabrik membeli pakaian di berlin prinsip produksi pakaian akan hilang karena perbedaan prinsip antar negara
TSB334,mereka lebih senang berbagi ketimbang membuang-buang uang,0,TEST,B,Mereka lebih suka berbagi daripada membuang -buang uang,mereka lebih suka berbagi daripada membuang buang uang,mereka lebih suka berbagi daripada membuang buang uang,mereka lebih suka berbagi daripada membuang buang uang
TSB335,"Mungkin karena mereka sayang jika membuangya, dan jika di sumbangkan akan lebih bermanfaat.",1,TEST,B,"Mungkin karena mereka menyukainya jika mereka membuangnya, dan jika menyumbang itu akan lebih berguna.",mungkin karena mereka menyukainya jika mereka membuangnya dan jika menyumbang itu akan lebih berguna,mungkin karena mereka menyukainya jika mereka membuangnya dan jika menyumbang itu akan lebih berguna,mungkin karena mereka menyukainya jika mereka membuangnya dan jika menyumbang itu akan lebih berguna
TSB336,karena para pekerja pasti tidak mendapatkan upah yang layak dan juga pasti hasil kerja mereka juga tidak setara dengan apa yang sudah mereka lakukan. jadi tidak ada salahnya apabila menyumbangkan uang tersebut untuk mengganti lelah para pekerja yang sudah bekerja membuat baju itu bagus.,1,TEST,B,Karena pekerja tentu tidak mendapatkan upah yang layak dan juga pasti hasil pekerjaan mereka juga tidak setara dengan apa yang telah mereka lakukan. Jadi tidak ada yang salah ketika menyumbangkan uang untuk menggantikan orang -orang yang bosan dengan para pekerja yang telah bekerja membuat pakaian itu bagus.,karena pekerja tentu tidak mendapatkan upah yang layak dan juga pasti hasil pekerjaan mereka juga tidak setara dengan apa yang telah mereka lakukan jadi tidak ada yang salah ketika menyumbangkan uang untuk menggantikan orang orang yang bosan dengan para pekerja yang telah bekerja membuat pakaian itu bagus,karena pekerja tentu tidak mendapatkan upah yang layak dan juga pasti hasil pekerjaan mereka juga tidak setara dengan apa yang telah mereka lakuan jadi tidak ada yang salah ketika menyumbangkan uang untuk menggantikan orang orang yang bosan dengan para pekerja yang telah bekerja membuat pakaian itu bagus,karena pekerja tentu tidak mendapatkan upah yang layak dan juga pasti hasil pekerjaan mereka juga tidak setara dengan apa yang telah mereka lakuan jadi tidak ada yang salah ketika menyumbangkan uang untuk menggantikan orang orang yang bosan dengan para pekerja yang telah bekerja membuat pakaian itu bagus
TSB337,karna tangan yang meminta lebih baik mengasihi,0,TEST,B,Karena tangan yang meminta cinta yang lebih baik,karena tangan yang meminta cinta yang lebih baik,karena tangan yang meminta cinta yang lebih baik,karena tangan yang meminta cinta yang lebih baik
TSB338,konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 Euro tersebut sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1,TEST,B,Konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan 2 euro sebagai upaya untuk membuat produksi pakaian lebih etis.,konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan  euro sebagai upaya untuk membuat produksi pakaian lebih etis,konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan euro sebagai upaya untuk membuat produksi pakaian lebih etis,konsumen diberi pilihan apakah akan melanjutkan pembelian atau menyumbangkan euro sebagai upaya untuk membuat produksi pakaian lebih etis
TSB339,upaya untuk membuat produksi pakaian menjadi lebih beretika.,0,TEST,B,Upaya untuk membuat produksi pakaian menjadi lebih etis.,upaya untuk membuat produksi pakaian menjadi lebih etis,upaya untuk membuat produksi pakaian menjadi lebih etis,upaya untuk membuat produksi pakaian menjadi lebih etis
TSB340,KARENA KONDISINYA MENGHARUSKAN MENYUMBANG DI TAMBAH DENGAN KONDISI YG SEDANG TERJADI DI PABRIK,1,TEST,B,Karena kondisi tersebut membutuhkan berkontribusi pada kondisi yang terjadi di pabrik,karena kondisi tersebut membutuhkan berkontribusi pada kondisi yang terjadi di pabrik,karena kondisi tersebut membutuhkan berkontribusi pada kondisi yang terjadi di pabrik,karena kondisi tersebut membutuhkan berkontribusi pada kondisi yang terjadi di pabrik
TSB341,"karena, 2 euro untuk membuat pakaian menjadi lebih beretika",0,TEST,B,"Karena, 2 euro untuk membuat pakaian lebih etika",karena  euro untuk membuat pakaian lebih etika,karena euro untuk membuat pakaian lebih etika,karena euro untuk membuat pakaian lebih etika
TSB342,Karena lebih baik tangan di atas dari pada tangan di bawah maksut ya lebih baik mengasi dari pada meminta minta,0,TEST,B,Karena lebih baik menyerahkan tangan daripada tangan di bawah maksimum ya lebih baik memberi Anda,karena lebih baik menyerahkan tangan daripada tangan di bawah maksimum ya lebih baik memberi anda,karena lebih baik menyerahkan tangan daripada tangan di bawah maksimum ya lebih baik memberi anda,karena lebih baik menyerahkan tangan daripada tangan di bawah maksimum ya lebih baik memberi anda
TSB343,agar dapat membeli mesin penjual berlin untuk sebuah kaus putih seharga 2 Euro,0,TEST,B,Agar dapat membeli mesin penjual Berlin untuk selembar T putih seharga 2 euro,agar dapat membeli mesin penjual berlin untuk selembar t putih seharga  euro,agar dapat membeli mesin penjual berlin untuk selembar t putih seharga euro,agar dapat membeli mesin penjual berlin untuk selembar t putih seharga euro
TSB344,. Pakaian-pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya cepat menggantinya dengan mode terbaru.,0,TEST,B,. Pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya dengan cepat menggantinya dengan mode terbaru., pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya dengan cepat menggantinya dengan mode terbaru,pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya dengan cepat menggantinya dengan mode terbaru,pakaian ini biasanya murah dan tidak bertahan lama karena konsumen biasanya dengan cepat menggantinya dengan mode terbaru
TSB345,karena jika menyumbang biaya yang diperlukan akan lebih sedikit,0,TEST,B,karena jika berkontribusi biaya yang dibutuhkan akan lebih sedikit,karena jika berkontribusi biaya yang dibutuhkan akan lebih sedikit,karena jika berkontribusi biaya yang dibujurkan akan lebih sedikit,karena jika berkontribusi biaya yang dibujurkan akan lebih sedikit
TSB346,? sebagai upaya untuk membuat produksi pakaian menjadi lebih beretika.,1,TEST,B,? Dalam upaya membuat produksi pakaian lebih etis., dalam upaya membuat produksi pakaian lebih etis,dalam upaya membuat produksi pakaian lebih etis,dalam upaya membuat produksi pakaian lebih etis
TSB347,karena menyumbang bisa di jadikan amal dan bisa membantu orang banyak.,1,TEST,B,Karena menyumbang dapat dibuat sebagai amal dan dapat membantu banyak orang.,karena menyumbang dapat dibuat sebagai amal dan dapat membantu banyak orang,karena menyumbang dapat dibuat sebagai amal dan dapat membantu banyak orang,karena menyumbang dapat dibuat sebagai amal dan dapat membantu banyak orang
